0.005	0.05	45
0.005	0.1	23
0.005	0.15	23
0.005	0.2	22
0.005	0.25	21
0.005	0.3	21
0.005	0.35	21
0.005	0.4	21
0.005	0.45	21
0.005	0.5	21
0.005	0.6	21
0.005	0.7	21
0.005	0.8	21
0.005	0.9	21
0.005	1	21


0.01	0.05	40
0.01	0.1	21
0.01	0.15	18
0.01	0.2	18
0.01	0.25	18
0.01	0.3	18
0.01	0.35	17
0.01	0.4	17
0.01	0.45	17
0.01	0.5	17
0.01	0.6	17
0.01	0.7	17
0.01	0.8	17
0.01	0.9	17
0.01	1	17


0.02	0.05	31
0.02	0.1	21
0.02	0.15	18
0.02	0.2	18
0.02	0.25	18
0.02	0.3	18
0.02	0.35	17
0.02	0.4	17
0.02	0.45	17
0.02	0.5	17
0.02	0.6	17
0.02	0.7	17
0.02	0.8	17
0.02	0.9	17
0.02	1	17


0.03	0.05	27
0.03	0.1	20
0.03	0.15	17
0.03	0.2	17
0.03	0.25	17
0.03	0.3	17
0.03	0.35	17
0.03	0.4	17
0.03	0.45	17
0.03	0.5	17
0.03	0.6	17
0.03	0.7	17
0.03	0.8	17
0.03	0.9	16
0.03	1	14


0.04	0.05	25
0.04	0.1	21
0.04	0.15	18
0.04	0.2	18
0.04	0.25	17
0.04	0.3	18
0.04	0.35	17
0.04	0.4	17
0.04	0.45	17
0.04	0.5	17
0.04	0.6	17
0.04	0.7	17
0.04	0.8	17
0.04	0.9	15
0.04	1	13


0.05	0.05	26
0.05	0.1	19
0.05	0.15	17
0.05	0.2	16
0.05	0.25	16
0.05	0.3	17
0.05	0.35	17
0.05	0.4	17
0.05	0.45	17
0.05	0.5	17
0.05	0.6	17
0.05	0.7	17
0.05	0.8	17
0.05	0.9	14
0.05	1	13


0.06	0.05	24
0.06	0.1	19
0.06	0.15	17
0.06	0.2	16
0.06	0.25	16
0.06	0.3	17
0.06	0.35	17
0.06	0.4	17
0.06	0.45	17
0.06	0.5	17
0.06	0.6	17
0.06	0.7	17
0.06	0.8	16
0.06	0.9	14
0.06	1	13


0.07	0.05	23
0.07	0.1	18
0.07	0.15	16
0.07	0.2	16
0.07	0.25	16
0.07	0.3	17
0.07	0.35	17
0.07	0.4	17
0.07	0.45	17
0.07	0.5	17
0.07	0.6	17
0.07	0.7	16
0.07	0.8	16
0.07	0.9	14
0.07	1	13


0.08	0.05	21
0.08	0.1	16
0.08	0.15	15
0.08	0.2	15
0.08	0.25	15
0.08	0.3	16
0.08	0.35	16
0.08	0.4	16
0.08	0.45	16
0.08	0.5	16
0.08	0.6	16
0.08	0.7	14
0.08	0.8	14
0.08	0.9	11
0.08	1	11


0.09	0.05	21
0.09	0.1	16
0.09	0.15	15
0.09	0.2	15
0.09	0.25	15
0.09	0.3	15
0.09	0.35	15
0.09	0.4	15
0.09	0.45	14
0.09	0.5	14
0.09	0.6	13
0.09	0.7	13
0.09	0.8	12
0.09	0.9	10
0.09	1	10


0.1	0.05	21
0.1	0.1	16
0.1	0.15	15
0.1	0.2	15
0.1	0.25	14
0.1	0.3	14
0.1	0.35	14
0.1	0.4	14
0.1	0.45	13
0.1	0.5	13
0.1	0.6	12
0.1	0.7	12
0.1	0.8	11
0.1	0.9	9
0.1	1	9
